"SUID","corr","interaction","name","selected","shared interaction","shared name"
"2380","0.227","pp","pri2-1 (pp) rmi1","false","pp","pri2-1 (pp) rmi1"
"2381","0.22","pp","pri2-1 (pp) rfc4-20","false","pp","pri2-1 (pp) rfc4-20"
"2382","0.238","pp","pri2-1 (pp) rfc5-1","false","pp","pri2-1 (pp) rfc5-1"
"2383","0.311","pp","pri2-1 (pp) rfa2-ph","false","pp","pri2-1 (pp) rfa2-ph"
"2384","0.238","pp","pri2-1 (pp) rfc2-1","false","pp","pri2-1 (pp) rfc2-1"
"2385","0.308","pp","pri2-1 (pp) rad27","false","pp","pri2-1 (pp) rad27"
"2386","0.286","pp","pri2-1 (pp) rfa1-m2","false","pp","pri2-1 (pp) rfa1-m2"
"2387","0.215","pp","pri2-1 (pp) rad17","false","pp","pri2-1 (pp) rad17"
"2388","0.202","pp","pri2-1 (pp) rad24","false","pp","pri2-1 (pp) rad24"
"2389","0.222","pp","pri2-1 (pp) psf1-1","false","pp","pri2-1 (pp) psf1-1"
"2390","0.386","pp","rad24 (pp) ypr162c-ph","false","pp","rad24 (pp) ypr162c-ph"
"2391","0.244","pp","rad24 (pp) yjl072c-ph","false","pp","rad24 (pp) yjl072c-ph"
"2392","0.343","pp","rad24 (pp) ycl060c","false","pp","rad24 (pp) ycl060c"
"2393","0.274","pp","rad24 (pp) sgs1","false","pp","rad24 (pp) sgs1"
"2394","0.26","pp","rad24 (pp) sld3-ph","false","pp","rad24 (pp) sld3-ph"
"2395","0.282","pp","rad24 (pp) sld5-ph","false","pp","rad24 (pp) sld5-ph"
"2396","0.227","pp","rad24 (pp) smc3-42","false","pp","rad24 (pp) smc3-42"
"2397","0.25","pp","rad24 (pp) rfc4-20","false","pp","rad24 (pp) rfc4-20"
"2398","0.467","pp","rad24 (pp) rfc5-1","false","pp","rad24 (pp) rfc5-1"
"2399","0.227","pp","rad24 (pp) rmi1","false","pp","rad24 (pp) rmi1"
"2400","0.204","pp","rad24 (pp) sae2","false","pp","rad24 (pp) sae2"
"2401","0.233","pp","rad24 (pp) tof1","false","pp","rad24 (pp) tof1"
"2402","0.235","pp","rad24 (pp) xrs2","false","pp","rad24 (pp) xrs2"
"2403","0.226","pp","rad24 (pp) ybr099c","false","pp","rad24 (pp) ybr099c"
"2404","0.252","pp","rad24 (pp) ybr100w","false","pp","rad24 (pp) ybr100w"
"2405","0.261","pp","rad24 (pp) srs2","false","pp","rad24 (pp) srs2"
"2406","0.208","pp","rad24 (pp) tah11-ts","false","pp","rad24 (pp) tah11-ts"
"2407","0.221","pp","rad24 (pp) tah18-103","false","pp","rad24 (pp) tah18-103"
"2408","0.255","pp","rad24 (pp) rad50","false","pp","rad24 (pp) rad50"
"2409","0.566","pp","rad24 (pp) rfa1-m2","false","pp","rad24 (pp) rfa1-m2"
"2410","0.528","pp","rad24 (pp) rad9","false","pp","rad24 (pp) rad9"
"2411","0.284","pp","rad24 (pp) rfc2-1","false","pp","rad24 (pp) rfc2-1"
"2412","0.218","pp","rad24 (pp) rfa2-ph","false","pp","rad24 (pp) rfa2-ph"
"2413","0.24","pp","rad24 (pp) rad52","false","pp","rad24 (pp) rad52"
"2414","0.243","pp","rad24 (pp) rad51","false","pp","rad24 (pp) rad51"
"2415","0.201","pp","rad24 (pp) rad55","false","pp","rad24 (pp) rad55"
"2416","0.272","pp","rad24 (pp) rad54","false","pp","rad24 (pp) rad54"
"2417","0.281","pp","rad17 (pp) tof1","false","pp","rad17 (pp) tof1"
"2418","0.229","pp","rad17 (pp) tah18-103","false","pp","rad17 (pp) tah18-103"
"2419","0.207","pp","rad17 (pp) tah18-1","false","pp","rad17 (pp) tah18-1"
"2420","0.22","pp","rad17 (pp) tah11-ts","false","pp","rad17 (pp) tah11-ts"
"2421","0.381","pp","rad17 (pp) ycl060c","false","pp","rad17 (pp) ycl060c"
"2422","0.219","pp","rad17 (pp) ybr100w","false","pp","rad17 (pp) ybr100w"
"2423","0.228","pp","rad17 (pp) ybr099c","false","pp","rad17 (pp) ybr099c"
"2424","0.236","pp","rad17 (pp) xrs2","false","pp","rad17 (pp) xrs2"
"2425","0.278","pp","rad17 (pp) sld3-ph","false","pp","rad17 (pp) sld3-ph"
"2426","0.272","pp","rad17 (pp) sgs1","false","pp","rad17 (pp) sgs1"
"2427","0.34","pp","rad17 (pp) rmi1","false","pp","rad17 (pp) rmi1"
"2428","0.439","pp","rad17 (pp) rfc5-1","false","pp","rad17 (pp) rfc5-1"
"2429","0.266","pp","rad17 (pp) srs2","false","pp","rad17 (pp) srs2"
"2430","0.208","pp","rad17 (pp) smc3-42","false","pp","rad17 (pp) smc3-42"
"2431","0.286","pp","rad17 (pp) sld5-ph","false","pp","rad17 (pp) sld5-ph"
"2432","0.223","pp","rad17 (pp) rad55","false","pp","rad17 (pp) rad55"
"2433","0.215","pp","rad17 (pp) rad57","false","pp","rad17 (pp) rad57"
"2434","0.262","pp","rad17 (pp) rad52","false","pp","rad17 (pp) rad52"
"2435","0.286","pp","rad17 (pp) rad54","false","pp","rad17 (pp) rad54"
"2436","0.277","pp","rad17 (pp) rfc2-1","false","pp","rad17 (pp) rfc2-1"
"2437","0.245","pp","rad17 (pp) rfc4-20","false","pp","rad17 (pp) rfc4-20"
"2438","0.528","pp","rad17 (pp) rad9","false","pp","rad17 (pp) rad9"
"2439","0.58","pp","rad17 (pp) rfa1-m2","false","pp","rad17 (pp) rfa1-m2"
"2440","0.249","pp","rad17 (pp) rad50","false","pp","rad17 (pp) rad50"
"2441","0.254","pp","rad17 (pp) rad51","false","pp","rad17 (pp) rad51"
"2442","0.633","pp","rad17 (pp) rad24","false","pp","rad17 (pp) rad24"
"2443","0.233","pp","rad17 (pp) yjl072c-ph","false","pp","rad17 (pp) yjl072c-ph"
"2444","0.429","pp","rad17 (pp) ypr162c-ph","false","pp","rad17 (pp) ypr162c-ph"
"2445","0.203","pp","rfa2-ph (pp) sld5-ph","false","pp","rfa2-ph (pp) sld5-ph"
"2446","0.214","pp","rfa2-ph (pp) sma2","false","pp","rfa2-ph (pp) sma2"
"2447","0.272","pp","rfa2-ph (pp) srs2","false","pp","rfa2-ph (pp) srs2"
"2448","0.332","pp","rfa2-ph (pp) tof1","false","pp","rfa2-ph (pp) tof1"
"2449","0.341","pp","rfa2-ph (pp) rfa3-313","false","pp","rfa2-ph (pp) rfa3-313"
"2450","0.308","pp","rfa2-ph (pp) rfc4-20","false","pp","rfa2-ph (pp) rfc4-20"
"2451","0.285","pp","rfa2-ph (pp) rfc5-1","false","pp","rfa2-ph (pp) rfc5-1"
"2452","0.264","pp","rfa2-ph (pp) rrm3","false","pp","rfa2-ph (pp) rrm3"
"2453","0.206","pp","rfa2-ph (pp) tsa1","false","pp","rfa2-ph (pp) tsa1"
"2454","0.368","pp","nse5-ts4 (pp) ybr100w","false","pp","nse5-ts4 (pp) ybr100w"
"2455","0.364","pp","nse5-ts4 (pp) ybr099c","false","pp","nse5-ts4 (pp) ybr099c"
"2456","0.326","pp","nse5-ts4 (pp) ydr236c-ph","false","pp","nse5-ts4 (pp) ydr236c-ph"
"2457","0.204","pp","nse5-ts4 (pp) slx1","false","pp","nse5-ts4 (pp) slx1"
"2458","0.238","pp","nse5-ts4 (pp) slx4","false","pp","nse5-ts4 (pp) slx4"
"2459","0.216","pp","nse5-ts4 (pp) smc6-9","false","pp","nse5-ts4 (pp) smc6-9"
"2460","0.324","pp","nse5-ts4 (pp) rmi1","false","pp","nse5-ts4 (pp) rmi1"
"2461","0.291","pp","nse5-ts4 (pp) sgs1","false","pp","nse5-ts4 (pp) sgs1"
"2462","0.222","pp","rfc5-1 (pp) yhr122w-ph","false","pp","rfc5-1 (pp) yhr122w-ph"
"2463","0.301","pp","rfc5-1 (pp) yer147c-ph","false","pp","rfc5-1 (pp) yer147c-ph"
"2464","0.281","pp","rfc5-1 (pp) ydl003w-ph","false","pp","rfc5-1 (pp) ydl003w-ph"
"2465","0.534","pp","rfc5-1 (pp) ycl060c","false","pp","rfc5-1 (pp) ycl060c"
"2466","0.302","pp","rfc5-1 (pp) ybr100w","false","pp","rfc5-1 (pp) ybr100w"
"2467","0.304","pp","rfc5-1 (pp) ybr099c","false","pp","rfc5-1 (pp) ybr099c"
"2468","0.241","pp","rfc5-1 (pp) xrs2","false","pp","rfc5-1 (pp) xrs2"
"2469","0.34","pp","rfc5-1 (pp) ypr162c-ph","false","pp","rfc5-1 (pp) ypr162c-ph"
"2470","0.209","pp","rfc5-1 (pp) smc1-2","false","pp","rfc5-1 (pp) smc1-2"
"2471","0.254","pp","rfc5-1 (pp) smc1-259","false","pp","rfc5-1 (pp) smc1-259"
"2472","0.224","pp","rfc5-1 (pp) scc4-4","false","pp","rfc5-1 (pp) scc4-4"
"2473","0.268","pp","rfc5-1 (pp) sgs1","false","pp","rfc5-1 (pp) sgs1"
"2474","0.261","pp","rfc5-1 (pp) scc2-4","false","pp","rfc5-1 (pp) scc2-4"
"2475","0.247","pp","rfc5-1 (pp) tah18-103","false","pp","rfc5-1 (pp) tah18-103"
"2476","0.276","pp","rfc5-1 (pp) tof1","false","pp","rfc5-1 (pp) tof1"
"2477","0.211","pp","rfc5-1 (pp) stn1-13","false","pp","rfc5-1 (pp) stn1-13"
"2478","0.216","pp","rfc5-1 (pp) tah18-1","false","pp","rfc5-1 (pp) tah18-1"
"2479","0.222","pp","rfc5-1 (pp) srs2","false","pp","rfc5-1 (pp) srs2"
"2480","0.293","pp","rfc5-1 (pp) smc3-1","false","pp","rfc5-1 (pp) smc3-1"
"2481","0.335","pp","rfc5-1 (pp) smc3-42","false","pp","rfc5-1 (pp) smc3-42"
"2482","0.348","pp","snf1 (pp) snf4","false","pp","snf1 (pp) snf4"
"2483","0.495","pp","rfc4-20 (pp) ycl060c","false","pp","rfc4-20 (pp) ycl060c"
"2484","0.204","pp","rfc4-20 (pp) ybr100w","false","pp","rfc4-20 (pp) ybr100w"
"2485","0.23","pp","rfc4-20 (pp) yer147c-ph","false","pp","rfc4-20 (pp) yer147c-ph"
"2486","0.318","pp","rfc4-20 (pp) rfc5-1","false","pp","rfc4-20 (pp) rfc5-1"
"2487","0.219","pp","rfc4-20 (pp) ybr099c","false","pp","rfc4-20 (pp) ybr099c"
"2488","0.211","pp","rfc4-20 (pp) tof1","false","pp","rfc4-20 (pp) tof1"
"2489","0.268","pp","rfc4-20 (pp) ypr162c-ph","false","pp","rfc4-20 (pp) ypr162c-ph"
"2490","0.223","pp","rfc4-20 (pp) yjl072c-ph","false","pp","rfc4-20 (pp) yjl072c-ph"
"2491","0.256","pp","rrm3 (pp) tsa1","false","pp","rrm3 (pp) tsa1"
"2492","0.384","pp","rrm3 (pp) srs2","false","pp","rrm3 (pp) srs2"
"2493","0.252","pp","rrm3 (pp) slx4","false","pp","rrm3 (pp) slx4"
"2494","0.2","pp","rrm3 (pp) slx1","false","pp","rrm3 (pp) slx1"
"2495","0.25","pp","rrm3 (pp) ybr100w","false","pp","rrm3 (pp) ybr100w"
"2496","0.205","pp","rrm3 (pp) ybr099c","false","pp","rrm3 (pp) ybr099c"
"2497","0.264","pp","rrm3 (pp) yjl072c-ph","false","pp","rrm3 (pp) yjl072c-ph"
"2498","0.272","pp","rrm3 (pp) sgs1","false","pp","rrm3 (pp) sgs1"
"2499","0.234","pp","rrm3 (pp) sld5-ph","false","pp","rrm3 (pp) sld5-ph"
"2500","0.432","pp","sld3-ph (pp) ypr162c-ph","false","pp","sld3-ph (pp) ypr162c-ph"
"2501","0.208","pp","sld3-ph (pp) yhr122w-ph","false","pp","sld3-ph (pp) yhr122w-ph"
"2502","0.532","pp","sld3-ph (pp) yjl072c-ph","false","pp","sld3-ph (pp) yjl072c-ph"
"2503","0.221","pp","sld3-ph (pp) tfb1-6","false","pp","sld3-ph (pp) tfb1-6"
"2504","0.277","pp","sld3-ph (pp) tof1","false","pp","sld3-ph (pp) tof1"
"2505","0.216","pp","sld3-ph (pp) tah11-ts","false","pp","sld3-ph (pp) tah11-ts"
"2506","0.566","pp","sld3-ph (pp) ycl060c","false","pp","sld3-ph (pp) ycl060c"
"2507","0.204","pp","sld3-ph (pp) ybr100w","false","pp","sld3-ph (pp) ybr100w"
"2508","0.341","pp","sld3-ph (pp) ybr277c","false","pp","sld3-ph (pp) ybr277c"
"2509","0.202","pp","sld3-ph (pp) srs2","false","pp","sld3-ph (pp) srs2"
"2510","0.56","pp","sld3-ph (pp) sld5-ph","false","pp","sld3-ph (pp) sld5-ph"
"2511","0.595","pp","sld5-ph (pp) yjl072c-ph","false","pp","sld5-ph (pp) yjl072c-ph"
"2512","0.566","pp","sld5-ph (pp) ycl060c","false","pp","sld5-ph (pp) ycl060c"
"2513","0.368","pp","sld5-ph (pp) ybr277c","false","pp","sld5-ph (pp) ybr277c"
"2514","0.289","pp","sld5-ph (pp) ypr162c-ph","false","pp","sld5-ph (pp) ypr162c-ph"
"2515","0.21","pp","sld5-ph (pp) tah11-ts","false","pp","sld5-ph (pp) tah11-ts"
"2516","0.32","pp","sld5-ph (pp) tof1","false","pp","sld5-ph (pp) tof1"
"2517","0.26","pp","sma2 (pp) tof1","false","pp","sma2 (pp) tof1"
"2518","0.211","pp","kcc4 (pp) ybr016w","false","pp","kcc4 (pp) ybr016w"
"2519","0.27","pp","srs2 (pp) tof1","false","pp","srs2 (pp) tof1"
"2520","0.214","pp","srs2 (pp) tsa1","false","pp","srs2 (pp) tsa1"
"2521","0.289","pp","srs2 (pp) xrs2","false","pp","srs2 (pp) xrs2"
"2522","0.242","pp","smc4-1 (pp) ycg1-2","false","pp","smc4-1 (pp) ycg1-2"
"2523","0.279","pp","cdc24-11 (pp) cmd1-8","false","pp","cdc24-11 (pp) cmd1-8"
"2524","0.204","pp","cdc24-11 (pp) frq1-1","false","pp","cdc24-11 (pp) frq1-1"
"2525","0.213","pp","cdc24-11 (pp) myo2-16","false","pp","cdc24-11 (pp) myo2-16"
"2526","0.262","pp","cdc24-11 (pp) myo2-14","false","pp","cdc24-11 (pp) myo2-14"
"2527","0.319","pp","cdc24-11 (pp) cdc24-5","false","pp","cdc24-11 (pp) cdc24-5"
"2528","0.268","pp","cdc24-11 (pp) cdc42-1","false","pp","cdc24-11 (pp) cdc42-1"
"2529","0.206","pp","cdc24-11 (pp) cdc24-h","false","pp","cdc24-11 (pp) cdc24-h"
"2530","0.22","pp","cdc24-11 (pp) rho3-ser228","false","pp","cdc24-11 (pp) rho3-ser228"
"2531","0.228","pp","cdc24-11 (pp) sec9-4","false","pp","cdc24-11 (pp) sec9-4"
"2532","0.201","pp","cdc24-1 (pp) sec10-2","false","pp","cdc24-1 (pp) sec10-2"
"2533","0.217","pp","cdc24-1 (pp) mob2-11","false","pp","cdc24-1 (pp) mob2-11"
"2534","0.208","pp","cdc24-1 (pp) myo2-14","false","pp","cdc24-1 (pp) myo2-14"
"2535","0.287","pp","cdc24-1 (pp) cmd1-8","false","pp","cdc24-1 (pp) cmd1-8"
"2536","0.212","pp","cdc24-1 (pp) exo70-29/37","false","pp","cdc24-1 (pp) exo70-29/37"
"2537","0.253","pp","cdc24-1 (pp) rho3-ser228","false","pp","cdc24-1 (pp) rho3-ser228"
"2538","0.344","pp","cdc24-1 (pp) cdc24-h","false","pp","cdc24-1 (pp) cdc24-h"
"2539","0.321","pp","cdc24-1 (pp) cdc42-1","false","pp","cdc24-1 (pp) cdc42-1"
"2540","0.385","pp","cdc24-1 (pp) cdc24-11","false","pp","cdc24-1 (pp) cdc24-11"
"2541","0.446","pp","cdc24-1 (pp) cdc24-5","false","pp","cdc24-1 (pp) cdc24-5"
"2542","0.421","pp","sec62-ts (pp) sec63-1","false","pp","sec62-ts (pp) sec63-1"
"2543","0.229","pp","sec62-ts (pp) spc3-4","false","pp","sec62-ts (pp) spc3-4"
"2544","0.205","pp","sec62-ts (pp) sec72","false","pp","sec62-ts (pp) sec72"
"2545","0.292","pp","sec62-ts (pp) sec66","false","pp","sec62-ts (pp) sec66"
"2546","0.223","pp","sec62-ts (pp) ste24","false","pp","sec62-ts (pp) ste24"
"2547","0.402","pp","sec62-ts (pp) sss1-ph","false","pp","sec62-ts (pp) sss1-ph"
"2548","0.216","pp","sec62-ts (pp) ssh1","false","pp","sec62-ts (pp) ssh1"
"2549","0.216","pp","sec62-ts (pp) ydr236c-ph","false","pp","sec62-ts (pp) ydr236c-ph"
"2550","0.359","pp","mob2-34 (pp) mob2-36","false","pp","mob2-34 (pp) mob2-36"
"2551","0.291","pp","mob2-34 (pp) mob2-40","false","pp","mob2-34 (pp) mob2-40"
"2552","0.257","pp","pal1 (pp) pkc1-4","false","pp","pal1 (pp) pkc1-4"
"2553","0.278","pp","pal1 (pp) pkc1-3","false","pp","pal1 (pp) pkc1-3"
"2554","0.204","pp","pal1 (pp) pkc1-2","false","pp","pal1 (pp) pkc1-2"
"2555","0.329","pp","pal1 (pp) pkc1-1","false","pp","pal1 (pp) pkc1-1"
"2556","0.297","pp","mss4-103 (pp) tor2-21","false","pp","mss4-103 (pp) tor2-21"
"2557","0.242","pp","mss4-103 (pp) tor2-29","false","pp","mss4-103 (pp) tor2-29"
"2558","0.218","pp","mss4-103 (pp) sec3-2","false","pp","mss4-103 (pp) sec3-2"
"2559","0.227","pp","mss4-103 (pp) pkc1-4","false","pp","mss4-103 (pp) pkc1-4"
"2560","0.254","pp","mss4-103 (pp) pkc1-3","false","pp","mss4-103 (pp) pkc1-3"
"2561","0.27","pp","mss4-103 (pp) tsc11-5","false","pp","mss4-103 (pp) tsc11-5"
"2562","0.301","pp","mss4-103 (pp) tsc11-1","false","pp","mss4-103 (pp) tsc11-1"
"2563","0.22","pp","mss4-103 (pp) vac7","false","pp","mss4-103 (pp) vac7"
"2564","0.259","pp","mss4-103 (pp) tsc11-7","false","pp","mss4-103 (pp) tsc11-7"
"2565","0.485","pp","tsc11-1 (pp) tsc11-5","false","pp","tsc11-1 (pp) tsc11-5"
"2566","0.469","pp","tsc11-1 (pp) tsc11-7","false","pp","tsc11-1 (pp) tsc11-7"
"2567","0.268","pp","tsc11-1 (pp) ydr236c-ph","false","pp","tsc11-1 (pp) ydr236c-ph"
"2568","0.262","pp","cmd1-8 (pp) mss4-103","false","pp","cmd1-8 (pp) mss4-103"
"2569","0.43","pp","cmd1-8 (pp) myo2-14","false","pp","cmd1-8 (pp) myo2-14"
"2570","0.461","pp","cmd1-8 (pp) myo2-16","false","pp","cmd1-8 (pp) myo2-16"
"2571","0.202","pp","cmd1-8 (pp) exo70-29/37","false","pp","cmd1-8 (pp) exo70-29/37"
"2572","0.293","pp","cmd1-8 (pp) srv2-ts","false","pp","cmd1-8 (pp) srv2-ts"
"2573","0.284","pp","cmd1-8 (pp) srv2-2","false","pp","cmd1-8 (pp) srv2-2"
"2574","0.241","pp","cmd1-8 (pp) snc2","false","pp","cmd1-8 (pp) snc2"
"2575","0.222","pp","cmd1-8 (pp) sec9-4","false","pp","cmd1-8 (pp) sec9-4"
"2576","0.208","pp","cmd1-8 (pp) sec8-9","false","pp","cmd1-8 (pp) sec8-9"
"2577","0.272","pp","cmd1-8 (pp) sec4-8","false","pp","cmd1-8 (pp) sec4-8"
"2578","0.285","pp","cmd1-8 (pp) rho3-ser228","false","pp","cmd1-8 (pp) rho3-ser228"
"2579","0.206","pp","cmd1-8 (pp) pkc1-3","false","pp","cmd1-8 (pp) pkc1-3"
"2580","0.52","pp","tsc11-5 (pp) tsc11-7","false","pp","tsc11-5 (pp) tsc11-7"
"2581","0.214","pp","cks1-35 (pp) clb2","false","pp","cks1-35 (pp) clb2"
"2582","0.52","pp","cks1-35 (pp) cks1-38","false","pp","cks1-35 (pp) cks1-38"
"2583","0.211","pp","cks1-35 (pp) cln2","false","pp","cks1-35 (pp) cln2"
"2584","0.203","pp","cks1-35 (pp) ctf18","false","pp","cks1-35 (pp) ctf18"
"2585","0.264","pp","cks1-35 (pp) hsl1","false","pp","cks1-35 (pp) hsl1"
"2586","0.233","pp","cks1-35 (pp) sld3-ph","false","pp","cks1-35 (pp) sld3-ph"
"2587","0.225","pp","cks1-35 (pp) sum1","false","pp","cks1-35 (pp) sum1"
"2588","0.229","pp","cks1-35 (pp) msn5","false","pp","cks1-35 (pp) msn5"
"2589","0.202","pp","cks1-35 (pp) pph21","false","pp","cks1-35 (pp) pph21"
"2590","0.217","pp","myo2-16 (pp) srv2-2","false","pp","myo2-16 (pp) srv2-2"
"2591","0.227","pp","myo2-16 (pp) srv2-ts","false","pp","myo2-16 (pp) srv2-ts"
"2592","0.217","pp","myo2-16 (pp) rho3-ser228","false","pp","myo2-16 (pp) rho3-ser228"
"2593","0.21","pp","trs65 (pp) trs85","false","pp","trs65 (pp) trs85"
"2594","0.329","pp","trs33 (pp) trs65","false","pp","trs33 (pp) trs65"
"2595","0.279","pp","rad52 (pp) ypr162c-ph","false","pp","rad52 (pp) ypr162c-ph"
"2596","0.223","pp","rad52 (pp) ycl060c","false","pp","rad52 (pp) ycl060c"
"2597","0.428","pp","rad52 (pp) rad54","false","pp","rad52 (pp) rad54"
"2598","0.344","pp","rad52 (pp) rad55","false","pp","rad52 (pp) rad55"
"2599","0.385","pp","rad52 (pp) rad57","false","pp","rad52 (pp) rad57"
"2600","0.389","pp","rad52 (pp) rfa1-m2","false","pp","rad52 (pp) rfa1-m2"
"2601","0.217","pp","rad52 (pp) rfc5-1","false","pp","rad52 (pp) rfc5-1"
"2602","0.248","pp","rad52 (pp) rmi1","false","pp","rad52 (pp) rmi1"
"2603","0.232","pp","rad52 (pp) rtt109","false","pp","rad52 (pp) rtt109"
"2604","0.221","pp","rad52 (pp) srs2","false","pp","rad52 (pp) srs2"
"2605","0.396","pp","rad52 (pp) xrs2","false","pp","rad52 (pp) xrs2"
"2606","0.206","pp","rad52 (pp) ybr099c","false","pp","rad52 (pp) ybr099c"
"2607","0.48","pp","srv2-2 (pp) srv2-ts","false","pp","srv2-2 (pp) srv2-ts"
"2608","0.213","pp","gdi1-1 (pp) sec5-24","false","pp","gdi1-1 (pp) sec5-24"
"2609","0.507","pp","gdi1-1 (pp) sec4-8","false","pp","gdi1-1 (pp) sec4-8"
"2610","0.294","pp","gdi1-1 (pp) sec3-2","false","pp","gdi1-1 (pp) sec3-2"
"2611","0.34","pp","gdi1-1 (pp) sec2-41","false","pp","gdi1-1 (pp) sec2-41"
"2612","0.218","pp","gdi1-1 (pp) sys1","false","pp","gdi1-1 (pp) sys1"
"2613","0.275","pp","gdi1-1 (pp) swa2","false","pp","gdi1-1 (pp) swa2"
"2614","0.349","pp","gdi1-1 (pp) sec8-9","false","pp","gdi1-1 (pp) sec8-9"
"2615","0.341","pp","gdi1-1 (pp) sec8-6","false","pp","gdi1-1 (pp) sec8-6"
"2616","0.261","pp","gdi1-1 (pp) pik1-104","false","pp","gdi1-1 (pp) pik1-104"
"2617","0.429","pp","gdi1-1 (pp) sec15-1","false","pp","gdi1-1 (pp) sec15-1"
"2618","0.337","pp","gdi1-1 (pp) sec10-2","false","pp","gdi1-1 (pp) sec10-2"
"2619","0.431","pp","gdi1-1 (pp) rho3-ser228","false","pp","gdi1-1 (pp) rho3-ser228"
"2620","0.271","pp","gdi1-1 (pp) rho3-1","false","pp","gdi1-1 (pp) rho3-1"
"2621","0.226","pp","gdi1-1 (pp) nbp2","false","pp","gdi1-1 (pp) nbp2"
"2622","0.215","pp","gdi1-1 (pp) gyp1","false","pp","gdi1-1 (pp) gyp1"
"2623","0.389","pp","gdi1-1 (pp) mrs6-2","false","pp","gdi1-1 (pp) mrs6-2"
"2624","0.275","pp","gdi1-1 (pp) tlg2","false","pp","gdi1-1 (pp) tlg2"
"2625","0.26","pp","gdi1-1 (pp) trs20-ph","false","pp","gdi1-1 (pp) trs20-ph"
"2626","0.239","pp","gdi1-1 (pp) trs23-ph","false","pp","gdi1-1 (pp) trs23-ph"
"2627","0.241","pp","gdi1-1 (pp) trs33","false","pp","gdi1-1 (pp) trs33"
"2628","0.308","pp","gdi1-1 (pp) trs85","false","pp","gdi1-1 (pp) trs85"
"2629","0.21","pp","gdi1-1 (pp) vps51","false","pp","gdi1-1 (pp) vps51"
"2630","0.241","pp","gdi1-1 (pp) ypt1-3","false","pp","gdi1-1 (pp) ypt1-3"
"2631","0.533","pp","myo2-14 (pp) myo2-16","false","pp","myo2-14 (pp) myo2-16"
"2632","0.257","pp","myo2-14 (pp) srv2-ts","false","pp","myo2-14 (pp) srv2-ts"
"2633","0.223","pp","myo2-14 (pp) srv2-2","false","pp","myo2-14 (pp) srv2-2"
"2634","0.202","pp","myo2-14 (pp) sec9-4","false","pp","myo2-14 (pp) sec9-4"
"2635","0.227","pp","cks1-38 (pp) clb2","false","pp","cks1-38 (pp) clb2"
"2636","0.231","pp","cks1-38 (pp) msn5","false","pp","cks1-38 (pp) msn5"
"2637","0.262","pp","cks1-38 (pp) hsl1","false","pp","cks1-38 (pp) hsl1"
"2638","0.356","pp","exo70-29/37 (pp) sec8-6","false","pp","exo70-29/37 (pp) sec8-6"
"2639","0.277","pp","exo70-29/37 (pp) sec8-9","false","pp","exo70-29/37 (pp) sec8-9"
"2640","0.23","pp","exo70-29/37 (pp) snc2","false","pp","exo70-29/37 (pp) snc2"
"2641","0.331","pp","exo70-29/37 (pp) sec3-2","false","pp","exo70-29/37 (pp) sec3-2"
"2642","0.351","pp","exo70-29/37 (pp) sec4-8","false","pp","exo70-29/37 (pp) sec4-8"
"2643","0.251","pp","exo70-29/37 (pp) sec5-24","false","pp","exo70-29/37 (pp) sec5-24"
"2644","0.399","pp","exo70-29/37 (pp) exo84-102","false","pp","exo70-29/37 (pp) exo84-102"
"2645","0.2","pp","exo70-29/37 (pp) myo2-16","false","pp","exo70-29/37 (pp) myo2-16"
"2646","0.287","pp","exo70-29/37 (pp) gdi1-1","false","pp","exo70-29/37 (pp) gdi1-1"
"2647","0.212","pp","exo70-29/37 (pp) frq1-1","false","pp","exo70-29/37 (pp) frq1-1"
"2648","0.312","pp","exo70-29/37 (pp) rho3-1","false","pp","exo70-29/37 (pp) rho3-1"
"2649","0.213","pp","exo70-29/37 (pp) nbp2","false","pp","exo70-29/37 (pp) nbp2"
"2650","0.432","pp","exo70-29/37 (pp) sec2-41","false","pp","exo70-29/37 (pp) sec2-41"
"2651","0.449","pp","exo70-29/37 (pp) sec15-1","false","pp","exo70-29/37 (pp) sec15-1"
"2652","0.368","pp","exo70-29/37 (pp) sec10-2","false","pp","exo70-29/37 (pp) sec10-2"
"2653","0.429","pp","exo70-29/37 (pp) rho3-ser228","false","pp","exo70-29/37 (pp) rho3-ser228"
"2654","0.255","pp","sec15-1 (pp) snc2","false","pp","sec15-1 (pp) snc2"
"2655","0.281","pp","sec15-1 (pp) sec6-4","false","pp","sec15-1 (pp) sec6-4"
"2656","0.403","pp","sec15-1 (pp) sec5-24","false","pp","sec15-1 (pp) sec5-24"
"2657","0.567","pp","sec15-1 (pp) sec8-9","false","pp","sec15-1 (pp) sec8-9"
"2658","0.518","pp","sec15-1 (pp) sec8-6","false","pp","sec15-1 (pp) sec8-6"
"2659","0.36","pp","sec15-1 (pp) sec2-41","false","pp","sec15-1 (pp) sec2-41"
"2660","0.591","pp","sec15-1 (pp) sec4-8","false","pp","sec15-1 (pp) sec4-8"
"2661","0.418","pp","sec15-1 (pp) sec3-2","false","pp","sec15-1 (pp) sec3-2"
"2662","0.214","pp","sec4-8 (pp) sso2","false","pp","sec4-8 (pp) sso2"
"2663","0.222","pp","sec4-8 (pp) sso1","false","pp","sec4-8 (pp) sso1"
"2664","0.21","pp","sec4-8 (pp) sys1","false","pp","sec4-8 (pp) sys1"
"2665","0.548","pp","sec4-8 (pp) sec8-9","false","pp","sec4-8 (pp) sec8-9"
