"SUID","corr","interaction","name","selected","shared interaction","shared name"
"3430","0.389","pp","cdc45-27 (pp) yjl072c-ph","false","pp","cdc45-27 (pp) yjl072c-ph"
"3431","0.477","pp","cdc45-27 (pp) ycl060c","false","pp","cdc45-27 (pp) ycl060c"
"3432","0.303","pp","cdc45-27 (pp) ybr277c","false","pp","cdc45-27 (pp) ybr277c"
"3433","0.263","pp","cdc45-27 (pp) tof1","false","pp","cdc45-27 (pp) tof1"
"3434","0.483","pp","cdc45-27 (pp) sld3-ph","false","pp","cdc45-27 (pp) sld3-ph"
"3435","0.479","pp","cdc45-27 (pp) sld5-ph","false","pp","cdc45-27 (pp) sld5-ph"
"3436","0.252","pp","cdc45-27 (pp) rfa1-m2","false","pp","cdc45-27 (pp) rfa1-m2"
"3437","0.22","pp","cdc45-27 (pp) rrm3","false","pp","cdc45-27 (pp) rrm3"
"3438","0.211","pp","cdc45-27 (pp) rad24","false","pp","cdc45-27 (pp) rad24"
"3439","0.231","pp","cdc45-27 (pp) rad9","false","pp","cdc45-27 (pp) rad9"
"3440","0.451","pp","cdc45-27 (pp) psf1-1","false","pp","cdc45-27 (pp) psf1-1"
"3441","0.223","pp","cdc45-27 (pp) rad17","false","pp","cdc45-27 (pp) rad17"
"3442","0.209","pp","cdc45-27 (pp) pol32","false","pp","cdc45-27 (pp) pol32"
"3443","0.244","pp","cdc45-27 (pp) pri1-m4","false","pp","cdc45-27 (pp) pri1-m4"
"3444","0.22","pp","cdc45-27 (pp) pol1-ts","false","pp","cdc45-27 (pp) pol1-ts"
"3445","0.366","pp","cdc45-27 (pp) pol2-12","false","pp","cdc45-27 (pp) pol2-12"
"3446","0.228","pp","cdc45-27 (pp) pol1-1","false","pp","cdc45-27 (pp) pol1-1"
"3447","0.238","pp","cdc45-27 (pp) pol1-13","false","pp","cdc45-27 (pp) pol1-13"
"3448","0.221","pp","cdc45-27 (pp) orc2-2","false","pp","cdc45-27 (pp) orc2-2"
"3449","0.25","pp","cdc45-27 (pp) orc2-3","false","pp","cdc45-27 (pp) orc2-3"
"3450","0.25","pp","cdc45-27 (pp) hst3","false","pp","cdc45-27 (pp) hst3"
"3451","0.203","pp","cdc45-27 (pp) elg1","false","pp","cdc45-27 (pp) elg1"
"3452","0.229","pp","cdc45-27 (pp) orc1-ph","false","pp","cdc45-27 (pp) orc1-ph"
"3453","0.345","pp","cdc45-27 (pp) mrc1","false","pp","cdc45-27 (pp) mrc1"
"3454","0.279","pp","cdc45-27 (pp) dpb3","false","pp","cdc45-27 (pp) dpb3"
"3455","0.346","pp","cdc45-27 (pp) dbf4-4","false","pp","cdc45-27 (pp) dbf4-4"
"3456","0.207","pp","cdc45-27 (pp) ddc1","false","pp","cdc45-27 (pp) ddc1"
"3457","0.391","pp","cdc45-27 (pp) dbf4-ts","false","pp","cdc45-27 (pp) dbf4-ts"
"3458","0.276","pp","cdc45-27 (pp) csm3","false","pp","cdc45-27 (pp) csm3"
"3459","0.334","pp","cdc45-27 (pp) dbf4-2","false","pp","cdc45-27 (pp) dbf4-2"
"3460","0.319","pp","cdc45-27 (pp) dbf4-1","false","pp","cdc45-27 (pp) dbf4-1"
"3461","0.303","pp","cdc45-27 (pp) cdc7-1","false","pp","cdc45-27 (pp) cdc7-1"
"3462","0.331","pp","cdc45-27 (pp) cdc7-4","false","pp","cdc45-27 (pp) cdc7-4"
"3463","0.237","pp","cdc45-27 (pp) clb5","false","pp","cdc45-27 (pp) clb5"
"3464","0.302","pp","cdc45-27 (pp) cdc46-1","false","pp","cdc45-27 (pp) cdc46-1"
"3465","0.257","pp","cdc45-27 (pp) cdc47-ts","false","pp","cdc45-27 (pp) cdc47-ts"
"3466","0.303","pp","clb5 (pp) yjl072c-ph","false","pp","clb5 (pp) yjl072c-ph"
"3467","0.278","pp","clb5 (pp) sld3-ph","false","pp","clb5 (pp) sld3-ph"
"3468","0.232","pp","clb5 (pp) sld5-ph","false","pp","clb5 (pp) sld5-ph"
"3469","0.266","pp","clb5 (pp) psf1-1","false","pp","clb5 (pp) psf1-1"
"3470","0.22","pp","dbf4-1 (pp) sld5-ph","false","pp","dbf4-1 (pp) sld5-ph"
"3471","0.248","pp","dbf4-1 (pp) sld3-ph","false","pp","dbf4-1 (pp) sld3-ph"
"3472","0.244","pp","dbf4-1 (pp) ycl060c","false","pp","dbf4-1 (pp) ycl060c"
"3473","0.566","pp","dbf4-1 (pp) dbf4-ts","false","pp","dbf4-1 (pp) dbf4-ts"
"3474","0.425","pp","dbf4-1 (pp) dbf4-4","false","pp","dbf4-1 (pp) dbf4-4"
"3475","0.311","pp","dbf4-1 (pp) psf1-1","false","pp","dbf4-1 (pp) psf1-1"
"3476","0.216","pp","dbf4-1 (pp) elg1","false","pp","dbf4-1 (pp) elg1"
"3477","0.562","pp","dbf4-1 (pp) dbf4-2","false","pp","dbf4-1 (pp) dbf4-2"
"3478","0.202","pp","dbf4-ts (pp) yjl072c-ph","false","pp","dbf4-ts (pp) yjl072c-ph"
"3479","0.205","pp","dbf4-ts (pp) ypr162c-ph","false","pp","dbf4-ts (pp) ypr162c-ph"
"3480","0.303","pp","dbf4-ts (pp) ycl060c","false","pp","dbf4-ts (pp) ycl060c"
"3481","0.324","pp","dbf4-ts (pp) pri1-m4","false","pp","dbf4-ts (pp) pri1-m4"
"3482","0.318","pp","dbf4-ts (pp) psf1-1","false","pp","dbf4-ts (pp) psf1-1"
"3483","0.328","pp","dbf4-ts (pp) sld3-ph","false","pp","dbf4-ts (pp) sld3-ph"
"3484","0.264","pp","dbf4-ts (pp) sld5-ph","false","pp","dbf4-ts (pp) sld5-ph"
"3485","0.22","pp","dbf4-ts (pp) mcm4-ph","false","pp","dbf4-ts (pp) mcm4-ph"
"3486","0.217","pp","dbf4-ts (pp) mrc1","false","pp","dbf4-ts (pp) mrc1"
"3487","0.211","pp","dbf4-ts (pp) orc1-ph","false","pp","dbf4-ts (pp) orc1-ph"
"3488","0.202","pp","dbf4-ts (pp) pol2-12","false","pp","dbf4-ts (pp) pol2-12"
"3489","0.213","pp","dbf4-ts (pp) elg1","false","pp","dbf4-ts (pp) elg1"
"3490","0.433","pp","dpb3 (pp) yjl072c-ph","false","pp","dpb3 (pp) yjl072c-ph"
"3491","0.209","pp","dpb3 (pp) ycl060c","false","pp","dpb3 (pp) ycl060c"
"3492","0.441","pp","dpb3 (pp) ybr277c","false","pp","dpb3 (pp) ybr277c"
"3493","0.339","pp","dpb3 (pp) sld5-ph","false","pp","dpb3 (pp) sld5-ph"
"3494","0.302","pp","dpb3 (pp) sld3-ph","false","pp","dpb3 (pp) sld3-ph"
"3495","0.221","pp","dpb3 (pp) rfa1-m2","false","pp","dpb3 (pp) rfa1-m2"
"3496","0.255","pp","dpb3 (pp) psf1-1","false","pp","dpb3 (pp) psf1-1"
"3497","0.216","pp","dpb3 (pp) pol2-12","false","pp","dpb3 (pp) pol2-12"
"3498","0.252","pp","dpb3 (pp) mrc1","false","pp","dpb3 (pp) mrc1"
"3499","0.369","pp","ydl003w-ph (pp) yer147c-ph","false","pp","ydl003w-ph (pp) yer147c-ph"
"3500","0.343","pp","ybr277c (pp) yjl072c-ph","false","pp","ybr277c (pp) yjl072c-ph"
"3501","0.22","pp","ybr277c (pp) ycl060c","false","pp","ybr277c (pp) ycl060c"
"3502","0.508","pp","lcb1-4 (pp) lcb2-16","false","pp","lcb1-4 (pp) lcb2-16"
"3503","0.451","pp","lcb1-4 (pp) lcb2-1","false","pp","lcb1-4 (pp) lcb2-1"
"3504","0.427","pp","lcb1-4 (pp) lcb1-5","false","pp","lcb1-4 (pp) lcb1-5"
"3505","0.407","pp","lcb1-4 (pp) tsc3-2","false","pp","lcb1-4 (pp) tsc3-2"
"3506","0.21","pp","lcb1-4 (pp) tcb3","false","pp","lcb1-4 (pp) tcb3"
"3507","0.463","pp","lcb1-4 (pp) lcb2-2","false","pp","lcb1-4 (pp) lcb2-2"
"3508","0.209","pp","lcb1-4 (pp) svf1","false","pp","lcb1-4 (pp) svf1"
"3509","0.517","pp","mec3 (pp) rad9","false","pp","mec3 (pp) rad9"
"3510","0.208","pp","mec3 (pp) rad57","false","pp","mec3 (pp) rad57"
"3511","0.221","pp","mec3 (pp) rad54","false","pp","mec3 (pp) rad54"
"3512","0.205","pp","mec3 (pp) rad52","false","pp","mec3 (pp) rad52"
"3513","0.26","pp","mec3 (pp) rad51","false","pp","mec3 (pp) rad51"
"3514","0.212","pp","mec3 (pp) rad50","false","pp","mec3 (pp) rad50"
"3515","0.53","pp","mec3 (pp) rad24","false","pp","mec3 (pp) rad24"
"3516","0.459","pp","mec3 (pp) rad17","false","pp","mec3 (pp) rad17"
"3517","0.215","pp","mec3 (pp) smc1-259","false","pp","mec3 (pp) smc1-259"
"3518","0.293","pp","mec3 (pp) slx4","false","pp","mec3 (pp) slx4"
"3519","0.237","pp","mec3 (pp) scc2-4","false","pp","mec3 (pp) scc2-4"
"3520","0.203","pp","mec3 (pp) sae2","false","pp","mec3 (pp) sae2"
"3521","0.304","pp","mec3 (pp) rfc5-1","false","pp","mec3 (pp) rfc5-1"
"3522","0.262","pp","mec3 (pp) rfc4-20","false","pp","mec3 (pp) rfc4-20"
"3523","0.218","pp","mec3 (pp) rfa3-313","false","pp","mec3 (pp) rfa3-313"
"3524","0.211","pp","mec3 (pp) tof1","false","pp","mec3 (pp) tof1"
"3525","0.211","pp","mec3 (pp) xrs2","false","pp","mec3 (pp) xrs2"
"3526","0.349","pp","mec3 (pp) srs2","false","pp","mec3 (pp) srs2"
"3527","0.224","pp","mec3 (pp) smc3-1","false","pp","mec3 (pp) smc3-1"
"3528","0.242","pp","mec3 (pp) smc3-42","false","pp","mec3 (pp) smc3-42"
"3529","0.251","pp","mec3 (pp) mre11","false","pp","mec3 (pp) mre11"
"3530","0.202","pp","mec3 (pp) mus81","false","pp","mec3 (pp) mus81"
"3531","0.324","pp","mec3 (pp) orc2-2","false","pp","mec3 (pp) orc2-2"
"3532","0.22","pp","mec3 (pp) orc2-1","false","pp","mec3 (pp) orc2-1"
"3533","0.253","pp","mec3 (pp) orc2-4","false","pp","mec3 (pp) orc2-4"
"3534","0.273","pp","mec3 (pp) orc2-3","false","pp","mec3 (pp) orc2-3"
"3535","0.213","pp","mcm3-1 (pp) tof1","false","pp","mcm3-1 (pp) tof1"
"3536","0.219","pp","mcm3-1 (pp) sma2","false","pp","mcm3-1 (pp) sma2"
"3537","0.206","pp","mcm3-1 (pp) tah11-ts","false","pp","mcm3-1 (pp) tah11-ts"
"3538","0.239","pp","mcm3-1 (pp) rad17","false","pp","mcm3-1 (pp) rad17"
"3539","0.203","pp","mcm3-1 (pp) rad24","false","pp","mcm3-1 (pp) rad24"
"3540","0.25","pp","mcm3-1 (pp) pol12-ts","false","pp","mcm3-1 (pp) pol12-ts"
"3541","0.23","pp","mcm3-1 (pp) pol2-12","false","pp","mcm3-1 (pp) pol2-12"
"3542","0.321","pp","mcm3-1 (pp) orc3-70","false","pp","mcm3-1 (pp) orc3-70"
"3543","0.261","pp","mcm3-1 (pp) orc6-ph","false","pp","mcm3-1 (pp) orc6-ph"
"3544","0.313","pp","mcm3-1 (pp) orc2-3","false","pp","mcm3-1 (pp) orc2-3"
"3545","0.357","pp","mcm3-1 (pp) orc2-4","false","pp","mcm3-1 (pp) orc2-4"
"3546","0.295","pp","mcm3-1 (pp) orc2-1","false","pp","mcm3-1 (pp) orc2-1"
"3547","0.41","pp","mcm3-1 (pp) orc2-2","false","pp","mcm3-1 (pp) orc2-2"
"3548","0.314","pp","mcm3-1 (pp) mrc1","false","pp","mcm3-1 (pp) mrc1"
"3549","0.22","pp","ist2 (pp) stt3-7","false","pp","ist2 (pp) stt3-7"
"3550","0.345","pp","smc3-1 (pp) spc105-15","false","pp","smc3-1 (pp) spc105-15"
"3551","0.346","pp","smc3-1 (pp) spc105-4","false","pp","smc3-1 (pp) spc105-4"
"3552","0.219","pp","smc3-1 (pp) spc19-ph","false","pp","smc3-1 (pp) spc19-ph"
"3553","0.236","pp","smc3-1 (pp) spc24-9","false","pp","smc3-1 (pp) spc24-9"
"3554","0.597","pp","smc3-1 (pp) smc3-42","false","pp","smc3-1 (pp) smc3-42"
"3555","0.228","pp","smc3-1 (pp) ycl060c","false","pp","smc3-1 (pp) ycl060c"
"3556","0.643","pp","smc3-1 (pp) yer147c-ph","false","pp","smc3-1 (pp) yer147c-ph"
"3557","0.355","pp","smc3-1 (pp) ydl003w-ph","false","pp","smc3-1 (pp) ydl003w-ph"
"3558","0.223","pp","smc3-1 (pp) tof1","false","pp","smc3-1 (pp) tof1"
"3559","0.214","pp","smc3-1 (pp) srs2","false","pp","smc3-1 (pp) srs2"
"3560","0.215","pp","dam1-5 (pp) dam1-9","false","pp","dam1-5 (pp) dam1-9"
"3561","0.248","pp","flo1 (pp) mst28","false","pp","flo1 (pp) mst28"
"3562","0.26","pp","tao3-10 (pp) tfs1","false","pp","tao3-10 (pp) tfs1"
"3563","0.43","pp","ycg1-2 (pp) ycs4-1","false","pp","ycg1-2 (pp) ycs4-1"
"3564","0.254","pp","yjl072c-ph (pp) ypr162c-ph","false","pp","yjl072c-ph (pp) ypr162c-ph"
"3565","0.286","pp","ipl1-2 (pp) mcd1-73","false","pp","ipl1-2 (pp) mcd1-73"
"3566","0.236","pp","ipl1-2 (pp) mcm22","false","pp","ipl1-2 (pp) mcm22"
"3567","0.24","pp","ipl1-2 (pp) smc1-2","false","pp","ipl1-2 (pp) smc1-2"
"3568","0.328","pp","ipl1-2 (pp) smc1-259","false","pp","ipl1-2 (pp) smc1-259"
"3569","0.299","pp","ipl1-2 (pp) smc3-1","false","pp","ipl1-2 (pp) smc3-1"
"3570","0.308","pp","ipl1-2 (pp) scc2-4","false","pp","ipl1-2 (pp) scc2-4"
"3571","0.246","pp","ipl1-2 (pp) scc4-4","false","pp","ipl1-2 (pp) scc4-4"
"3572","0.224","pp","ipl1-2 (pp) spc24-9","false","pp","ipl1-2 (pp) spc24-9"
"3573","0.207","pp","ipl1-2 (pp) spc110-220","false","pp","ipl1-2 (pp) spc110-220"
"3574","0.251","pp","ipl1-2 (pp) spc105-4","false","pp","ipl1-2 (pp) spc105-4"
"3575","0.302","pp","ipl1-2 (pp) smc3-42","false","pp","ipl1-2 (pp) smc3-42"
"3576","0.321","pp","ipl1-2 (pp) yer147c-ph","false","pp","ipl1-2 (pp) yer147c-ph"
"3577","0.213","pp","ipl1-2 (pp) ydl003w-ph","false","pp","ipl1-2 (pp) ydl003w-ph"
"3578","0.418","pp","bos1-1 (pp) cog3-1","false","pp","bos1-1 (pp) cog3-1"
"3579","0.292","pp","bos1-1 (pp) cog3-2","false","pp","bos1-1 (pp) cog3-2"
"3580","0.206","pp","bos1-1 (pp) ric1","false","pp","bos1-1 (pp) ric1"
"3581","0.293","pp","bos1-1 (pp) get2","false","pp","bos1-1 (pp) get2"
"3582","0.226","pp","bos1-1 (pp) cog8","false","pp","bos1-1 (pp) cog8"
"3583","0.289","pp","bos1-1 (pp) get1","false","pp","bos1-1 (pp) get1"
"3584","0.22","pp","bos1-1 (pp) cog5","false","pp","bos1-1 (pp) cog5"
"3585","0.246","pp","bos1-1 (pp) cog6","false","pp","bos1-1 (pp) cog6"
"3586","0.648","pp","bos1-1 (pp) sec22-1","false","pp","bos1-1 (pp) sec22-1"
"3587","0.526","pp","bos1-1 (pp) sec22","false","pp","bos1-1 (pp) sec22"
"3588","0.232","pp","bos1-1 (pp) sec27-1","false","pp","bos1-1 (pp) sec27-1"
"3589","0.657","pp","bos1-1 (pp) sec22-3","false","pp","bos1-1 (pp) sec22-3"
"3590","0.252","pp","bos1-1 (pp) sec17-1","false","pp","bos1-1 (pp) sec17-1"
"3591","0.298","pp","bos1-1 (pp) rud3","false","pp","bos1-1 (pp) rud3"
"3592","0.28","pp","bos1-1 (pp) sec20-1","false","pp","bos1-1 (pp) sec20-1"
"3593","0.203","pp","bos1-1 (pp) vps63","false","pp","bos1-1 (pp) vps63"
"3594","0.31","pp","bos1-1 (pp) uso1-1","false","pp","bos1-1 (pp) uso1-1"
"3595","0.277","pp","bos1-1 (pp) vti1-2","false","pp","bos1-1 (pp) vti1-2"
"3596","0.363","pp","bos1-1 (pp) vti1-11","false","pp","bos1-1 (pp) vti1-11"
"3597","0.405","pp","bos1-1 (pp) sed5-1","false","pp","bos1-1 (pp) sed5-1"
"3598","0.207","pp","bos1-1 (pp) sec28","false","pp","bos1-1 (pp) sec28"
"3599","0.207","pp","bos1-1 (pp) trs23-ph","false","pp","bos1-1 (pp) trs23-ph"
"3600","0.242","pp","bos1-1 (pp) sly1-ts","false","pp","bos1-1 (pp) sly1-ts"
"3601","0.453","pp","bos1-1 (pp) ykt6-ph","false","pp","bos1-1 (pp) ykt6-ph"
"3602","0.238","pp","bos1-1 (pp) ypt1-3","false","pp","bos1-1 (pp) ypt1-3"
"3603","0.208","pp","bos1-1 (pp) ypt6","false","pp","bos1-1 (pp) ypt6"
"3604","0.236","pp","cdc42-1 (pp) sec4-8","false","pp","cdc42-1 (pp) sec4-8"
"3605","0.368","pp","cdc42-1 (pp) rho3-ser228","false","pp","cdc42-1 (pp) rho3-ser228"
"3606","0.449","pp","cdc48-1 (pp) cdc48-2","false","pp","cdc48-1 (pp) cdc48-2"
"3607","0.355","pp","cdc48-1 (pp) cdc48-3","false","pp","cdc48-1 (pp) cdc48-3"
"3608","0.471","pp","bet1-1 (pp) bos1-1","false","pp","bet1-1 (pp) bos1-1"
"3609","0.325","pp","bet1-1 (pp) cog3-2","false","pp","bet1-1 (pp) cog3-2"
"3610","0.255","pp","bet1-1 (pp) cog3-1","false","pp","bet1-1 (pp) cog3-1"
"3611","0.255","pp","bet1-1 (pp) cog6","false","pp","bet1-1 (pp) cog6"
"3612","0.246","pp","bet1-1 (pp) cog5","false","pp","bet1-1 (pp) cog5"
"3613","0.4","pp","bet1-1 (pp) ykt6-ph","false","pp","bet1-1 (pp) ykt6-ph"
"3614","0.355","pp","bet1-1 (pp) ylr269c","false","pp","bet1-1 (pp) ylr269c"
"3615","0.377","pp","bet1-1 (pp) vti1-11","false","pp","bet1-1 (pp) vti1-11"
"3616","0.317","pp","bet1-1 (pp) vti1-2","false","pp","bet1-1 (pp) vti1-2"
"3617","0.208","pp","bet1-1 (pp) ypt1-3","false","pp","bet1-1 (pp) ypt1-3"
"3618","0.25","pp","bet1-1 (pp) sec27-1","false","pp","bet1-1 (pp) sec27-1"
"3619","0.466","pp","bet1-1 (pp) sec22-3","false","pp","bet1-1 (pp) sec22-3"
"3620","0.53","pp","bet1-1 (pp) sec22-1","false","pp","bet1-1 (pp) sec22-1"
"3621","0.496","pp","bet1-1 (pp) sec22","false","pp","bet1-1 (pp) sec22"
"3622","0.235","pp","bet1-1 (pp) sec18-1","false","pp","bet1-1 (pp) sec18-1"
"3623","0.292","pp","bet1-1 (pp) uso1-1","false","pp","bet1-1 (pp) uso1-1"
"3624","0.318","pp","bet1-1 (pp) sly1-ts","false","pp","bet1-1 (pp) sly1-ts"
"3625","0.201","pp","bet1-1 (pp) sft2","false","pp","bet1-1 (pp) sft2"
"3626","0.259","pp","bet1-1 (pp) sfb2","false","pp","bet1-1 (pp) sfb2"
"3627","0.223","pp","bet1-1 (pp) sed5-1","false","pp","bet1-1 (pp) sed5-1"
"3628","0.214","pp","bet1-1 (pp) get1","false","pp","bet1-1 (pp) get1"
"3629","0.213","pp","bet1-1 (pp) erp1","false","pp","bet1-1 (pp) erp1"
"3630","0.221","pp","bet1-1 (pp) erv14","false","pp","bet1-1 (pp) erv14"
"3631","0.214","pp","bet1-1 (pp) cog7","false","pp","bet1-1 (pp) cog7"
"3632","0.223","pp","bet1-1 (pp) cog8","false","pp","bet1-1 (pp) cog8"
"3633","0.24","pp","bet1-1 (pp) sec17-1","false","pp","bet1-1 (pp) sec17-1"
"3634","0.264","pp","bet1-1 (pp) rud3","false","pp","bet1-1 (pp) rud3"
"3635","0.208","pp","bet1-1 (pp) get2","false","pp","bet1-1 (pp) get2"
"3636","0.471","pp","get2 (pp) get3","false","pp","get2 (pp) get3"
"3637","0.319","pp","get2 (pp) get4","false","pp","get2 (pp) get4"
"3638","0.225","pp","get2 (pp) gyp1","false","pp","get2 (pp) gyp1"
"3639","0.307","pp","get2 (pp) mdy2","false","pp","get2 (pp) mdy2"
"3640","0.205","pp","get2 (pp) ret2-1","false","pp","get2 (pp) ret2-1"
"3641","0.21","pp","get2 (pp) rgp1","false","pp","get2 (pp) rgp1"
"3642","0.224","pp","get2 (pp) ric1","false","pp","get2 (pp) ric1"
"3643","0.245","pp","get2 (pp) rud3","false","pp","get2 (pp) rud3"
"3644","0.275","pp","get2 (pp) sec17-1","false","pp","get2 (pp) sec17-1"
"3645","0.338","pp","get2 (pp) sec22-3","false","pp","get2 (pp) sec22-3"
"3646","0.273","pp","get2 (pp) sec22-1","false","pp","get2 (pp) sec22-1"
"3647","0.271","pp","get2 (pp) sec22","false","pp","get2 (pp) sec22"
"3648","0.231","pp","get2 (pp) sec18-1","false","pp","get2 (pp) sec18-1"
"3649","0.293","pp","get2 (pp) sly1-ts","false","pp","get2 (pp) sly1-ts"
"3650","0.208","pp","get2 (pp) sed5-1","false","pp","get2 (pp) sed5-1"
"3651","0.282","pp","get2 (pp) sec28","false","pp","get2 (pp) sec28"
"3652","0.21","pp","get2 (pp) vps45","false","pp","get2 (pp) vps45"
"3653","0.273","pp","get2 (pp) uso1-1","false","pp","get2 (pp) uso1-1"
"3654","0.28","pp","get2 (pp) trs85","false","pp","get2 (pp) trs85"
"3655","0.313","pp","get2 (pp) vti1-2","false","pp","get2 (pp) vti1-2"
"3656","0.326","pp","get2 (pp) vti1-11","false","pp","get2 (pp) vti1-11"
"3657","0.221","pp","get2 (pp) vps63","false","pp","get2 (pp) vps63"
"3658","0.279","pp","get2 (pp) ykt6-ph","false","pp","get2 (pp) ykt6-ph"
"3659","0.2","pp","get2 (pp) ylr269c","false","pp","get2 (pp) ylr269c"
"3660","0.358","pp","get2 (pp) yer084w","false","pp","get2 (pp) yer084w"
"3661","0.283","pp","get2 (pp) ypt1-3","false","pp","get2 (pp) ypt1-3"
"3662","0.201","pp","aim14 (pp) yjl072c-ph","false","pp","aim14 (pp) yjl072c-ph"
"3663","0.227","pp","erp1 (pp) sec22-1","false","pp","erp1 (pp) sec22-1"
"3664","0.23","pp","erp1 (pp) sec27-1","false","pp","erp1 (pp) sec27-1"
"3665","0.278","pp","erp1 (pp) sly1-ts","false","pp","erp1 (pp) sly1-ts"
"3666","0.22","pp","erp1 (pp) tip20-5","false","pp","erp1 (pp) tip20-5"
"3667","0.289","pp","erp1 (pp) uso1-1","false","pp","erp1 (pp) uso1-1"
"3668","0.21","pp","erp1 (pp) vti1-2","false","pp","erp1 (pp) vti1-2"
"3669","0.266","pp","erp1 (pp) ypt1-3","false","pp","erp1 (pp) ypt1-3"
"3670","0.213","pp","erp1 (pp) kar2-159","false","pp","erp1 (pp) kar2-159"
"3671","0.332","pp","erp1 (pp) erv25","false","pp","erp1 (pp) erv25"
"3672","0.238","pp","erp1 (pp) erp2","false","pp","erp1 (pp) erp2"
"3673","0.225","pp","erp1 (pp) sec18-1","false","pp","erp1 (pp) sec18-1"
"3674","0.219","pp","erp1 (pp) sec17-1","false","pp","erp1 (pp) sec17-1"
"3675","0.22","pp","erp1 (pp) ret3-1","false","pp","erp1 (pp) ret3-1"
"3676","0.275","pp","erp1 (pp) ret2-1","false","pp","erp1 (pp) ret2-1"
"3677","0.208","pp","sed5-1 (pp) ylr269c","false","pp","sed5-1 (pp) ylr269c"
"3678","0.268","pp","sed5-1 (pp) ypt6","false","pp","sed5-1 (pp) ypt6"
"3679","0.36","pp","sed5-1 (pp) ykt6-ph","false","pp","sed5-1 (pp) ykt6-ph"
"3680","0.232","pp","sed5-1 (pp) ydr203w","false","pp","sed5-1 (pp) ydr203w"
"3681","0.287","pp","sed5-1 (pp) vti1-2","false","pp","sed5-1 (pp) vti1-2"
"3682","0.283","pp","sed5-1 (pp) vps63","false","pp","sed5-1 (pp) vps63"
"3683","0.205","pp","sed5-1 (pp) vps51","false","pp","sed5-1 (pp) vps51"
"3684","0.238","pp","sed5-1 (pp) stt3-7","false","pp","sed5-1 (pp) stt3-7"
"3685","0.354","pp","sec22 (pp) ykt6-ph","false","pp","sec22 (pp) ykt6-ph"
"3686","0.317","pp","sec22 (pp) vti1-2","false","pp","sec22 (pp) vti1-2"
"3687","0.226","pp","sec22 (pp) ypt6","false","pp","sec22 (pp) ypt6"
"3688","0.217","pp","sec22 (pp) ypt1-3","false","pp","sec22 (pp) ypt1-3"
"3689","0.257","pp","sec22 (pp) vps45","false","pp","sec22 (pp) vps45"
"3690","0.356","pp","sec22 (pp) uso1-1","false","pp","sec22 (pp) uso1-1"
"3691","0.358","pp","sec22 (pp) vti1-11","false","pp","sec22 (pp) vti1-11"
"3692","0.202","pp","sec22 (pp) vps51","false","pp","sec22 (pp) vps51"
"3693","0.4","pp","sec22 (pp) sly1-ts","false","pp","sec22 (pp) sly1-ts"
"3694","0.25","pp","sec22 (pp) sed5-1","false","pp","sec22 (pp) sed5-1"
"3695","0.25","pp","sec22 (pp) trs23-ph","false","pp","sec22 (pp) trs23-ph"
"3696","0.213","pp","sec22 (pp) trs20-ph","false","pp","sec22 (pp) trs20-ph"
"3697","0.214","pp","sec22 (pp) sec28","false","pp","sec22 (pp) sec28"
"3698","0.205","pp","sec22 (pp) sec26-f856aw860a","false","pp","sec22 (pp) sec26-f856aw860a"
"3699","0.575","pp","sec22 (pp) sec22-3","false","pp","sec22 (pp) sec22-3"
"3700","0.553","pp","sec22 (pp) sec22-1","false","pp","sec22 (pp) sec22-1"
"3701","0.262","pp","sec22-3 (pp) ypt1-3","false","pp","sec22-3 (pp) ypt1-3"
"3702","0.342","pp","sec22-3 (pp) ykt6-ph","false","pp","sec22-3 (pp) ykt6-ph"
"3703","0.252","pp","sec22-3 (pp) yip1-4","false","pp","sec22-3 (pp) yip1-4"
"3704","0.262","pp","sec22-3 (pp) vti1-2","false","pp","sec22-3 (pp) vti1-2"
"3705","0.394","pp","sec22-3 (pp) vti1-11","false","pp","sec22-3 (pp) vti1-11"
"3706","0.211","pp","sec22-3 (pp) vps45","false","pp","sec22-3 (pp) vps45"
"3707","0.395","pp","sec22-3 (pp) uso1-1","false","pp","sec22-3 (pp) uso1-1"
"3708","0.206","pp","sec22-3 (pp) trs20-ph","false","pp","sec22-3 (pp) trs20-ph"
"3709","0.382","pp","sec22-3 (pp) sly1-ts","false","pp","sec22-3 (pp) sly1-ts"
"3710","0.208","pp","sec22-3 (pp) sed5-1","false","pp","sec22-3 (pp) sed5-1"
"3711","0.28","pp","bet2-1 (pp) ypt1-3","false","pp","bet2-1 (pp) ypt1-3"
"3712","0.217","pp","bet2-1 (pp) yip1-4","false","pp","bet2-1 (pp) yip1-4"
"3713","0.229","pp","bet2-1 (pp) rgp1","false","pp","bet2-1 (pp) rgp1"
"3714","0.219","pp","bet2-1 (pp) ret3-1","false","pp","bet2-1 (pp) ret3-1"
"3715","0.274","pp","bet2-1 (pp) sec12-4","false","pp","bet2-1 (pp) sec12-4"
"3716","0.292","pp","bet2-1 (pp) mrs6-2","false","pp","bet2-1 (pp) mrs6-2"
"3717","0.214","pp","bet2-1 (pp) gmh1","false","pp","bet2-1 (pp) gmh1"
"3718","0.201","pp","bet2-1 (pp) ret2-1","false","pp","bet2-1 (pp) ret2-1"
"3719","0.209","pp","bet2-1 (pp) uso1-1","false","pp","bet2-1 (pp) uso1-1"
"3720","0.297","pp","bet2-1 (pp) trs85","false","pp","bet2-1 (pp) trs85"
