seed	method1	method2	method3	method4	method5
42	0.7947761194029851	0.8582089552238806	0.7649253731343284	0.7835820895522388	0.7014925373134329
6382020	0.7737226277372263	0.8321167883211679	0.7518248175182481	0.7481751824817519	0.7554744525547445
